Producto,PrecioMín,PrecioMáx,URL,Categoría
Botella de Vidrio Boston con Gatillo Negro,1750,1800,https://reachem.cl/producto/botella-de-vidrio-transparente-boston-250-ml-con-gatillo-negro/,Envases
Piseta plástica,1750,3900,https://reachem.cl/producto/piseta-plastica/,Envases
Tapón de goma cónico perforado # 2 (13×19-22),1800,,https://reachem.cl/producto/tapon-de-goma-conico-perforado-2-13x19-22/,Envases
Tapón de goma cónico sólido rojo # 9 (16×22-23),1800,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-9-16x22-23/,Envases
Frasco Difusor Mikado  Vidrio Transparente 100 ml,1800,,https://reachem.cl/producto/frasco-mikado-vidrio-transparente-con-inserto-de-aluminio-con-vara-100-ml/,Envases
Frasco Difusor Mikado Vidrio Barril 100 ml,1800,2200,https://reachem.cl/producto/frasco-difusor-mikado-vidrio-barril-100-ml/,Envases
Frasco de bamboo roll on,1990,2790,https://reachem.cl/producto/frasco-de-amboo-roll-on/,Envases
Tapón de goma cónico perforado # 3 (17×22-25),2000,,https://reachem.cl/producto/tapon-de-goma-conico-perforado-3-17x22-25/,Envases
"Tapón de goma cónico sólido amarillo # 3 (8,5×10,5-16,5)",2000,,https://reachem.cl/producto/tapon-de-goma-conico-solido-amarillo-3-85x105-165/,Envases
"Tapón de goma cónico sólido rojo # 22 (9,5×12,5-17,5)",2200,,https://reachem.cl/producto/tapon-goma-solido/,Envases
Tapón de goma cónico sólido rojo # 10 (21×25-32),2200,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-19-21x25-32/,Envases
Goma arábiga (acacia) grado alimenticio,2200,24500,https://reachem.cl/producto/goma-arabiga-acacia-grado-alimenticio/,Envases
Tapón de goma cónico perforado # 4 (17×24-24),2300,,https://reachem.cl/producto/tapon-de-goma-conico-perforado-4-17x24-24/,Envases
Bolsa doypack mediana de papel kraft con ventanilla 16×26 (500gr) 10 unidades,2460,,https://reachem.cl/producto/bolsa-doypack-mediana-de-papel-kraft-con-ventanilla-16x26-500gr-10-unidades/,Envases
Tapón de goma cónico sólido rojo # 11 (26×30-32),2500,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-11-26x30-32/,Envases
Frasco de vidrio perfumero redondo con bomba vintage 100 cc,2800,,https://reachem.cl/producto/frasco-de-vidrio-perfumero-redondo-con-bomba-vintage-100-cc/,Envases
"Tapón de goma cónico sólido rojo # 13 (26×31,5-35)",2900,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-13-26x315-35-copia/,Envases
Goma laca,3000,38500,https://reachem.cl/producto/goma-laca/,Envases
Tapón de goma cónico perforado # 5 (20×26-32),3200,,https://reachem.cl/producto/tapon-de-goma-conico-perforado-5-20x26-32/,Envases
"Tapón de goma cónico sólido rojo # 17 (31×40-38,5)",3300,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-17-31x40-385/,Envases
Bolsa doypack grande de papel kraft con ventanilla 20×30 (1 Kg) 10 unidades,3360,,https://reachem.cl/producto/bolsa-doypack-grande-de-papel-kraft-con-ventanilla-20x30-1-kg-10-unidades/,Envases
Tapón de goma cónico sólido rojo # 18 (34×40-42),3500,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-18-34x40-42/,Envases
"Tapón de goma cónico sólido rojo # 19 (43×52,5-43,5)",3900,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-19-43x525-435/,Envases
Copal blanco 50 gr,3900,,https://reachem.cl/producto/copal-blanco-50-gr/,Envases
Caja magnética diferentes tamaños y colores,3900,8900,https://reachem.cl/producto/caja-magnetica-diferentes-tamanos-y-colores/,Envases
Tintura de benjui,3900,37900,https://reachem.cl/producto/tintura-de-benjui/,Envases
Tapón de goma cónico perforado # 6 (24×28-32),4000,,https://reachem.cl/producto/tapon-de-goma-conico-perforado-6-24x28-32/,Envases
"Tapón de goma cónico sólido rojo # 20 (44×58-46,5)",4300,,https://reachem.cl/producto/tapon-de-goma-conico-solido-rojo-20-44x58-465/,Envases
Tapón de goma cónico perforado # 7 (26×32-35),4500,,https://reachem.cl/producto/tapon-goma-perforado/,Envases
Frasco Químico de Vidrio Graduado Transparente Tapa Azul Calidad A,5900,16500,https://reachem.cl/producto/frasco-quimico-de-vidrio-graduado-transparente-tapa-azul-calidad-a-60-ml/,Envases
Benjui en polvo (incienso negro),6500,69900,https://reachem.cl/producto/benjui-en-polvo-incienso-negro/,Envases
Almizcle artificial para quemar,8000,79000,https://reachem.cl/producto/almizcle-artificial-para-quemar/,Envases
Frasco químico de vidrio graduado ámbar tapa azul diferentes tamaños,13900,30000,https://reachem.cl/producto/frasco-quimico-de-vidrio-graduado-ambar-tapa-azul-diferentes-tamanos/,Envases
Luviskol PVP K30 1 Kg,25000,,https://reachem.cl/producto/luviskol-pvp-k30-1-kg/,Envases
Copal blanco 250 gr,28000,,https://reachem.cl/producto/copal-blanco-250-gr/,Envases
Frasco PET triangular azul 20/410 con atomizador blanco 40 cc,300,,https://reachem.cl/producto/frasco-pet-triangular-azul-20-410-con-atomizador-40-cc/,Perfumería
Frasco de vidrio lápiz vidrio con atomizador plástico diferentes tamaños,330,400,https://reachem.cl/producto/frasco-de-vidrio-lapiz-vidrio-con-atomizador-plastico-diferentes-tamanos/,Perfumería
Frasco de Vidrio Base Cuadrada T692 13/410,340,400,https://reachem.cl/producto/frasco-vidrio-base-cuadrada-t692-13-410-20-cc/,Perfumería
Frasco Perfumero Lápiz de Color – 10 ml,360,,https://reachem.cl/producto/frasco-perfumero-lapiz-de-color-10-ml/,Perfumería
Frasco campana con tapa PET 30cc,380,,https://reachem.cl/producto/frasco-campana-tapa-pet-30cc/,Perfumería
Frasco PET cónico diferentes tamaños y tapas,390,1000,https://reachem.cl/producto/frasco-pet-conico-diferentes-tamanos-y-tapas/,Perfumería
Frasco PET Ámbar Tubular 18/410 30cc,450,,https://reachem.cl/producto/frasco-pet-ambar-tubular-30cc/,Perfumería
Frasco PET acinturado base circular 24/410 con atomizador transparente 205ml,550,,https://reachem.cl/producto/frasco-pet-acinturado-base-circular-24-410-con-atomizador-transparente-205ml/,Perfumería
Frasco vidrio acinturado base cuadrada alto 18/410 23cc,550,600,https://reachem.cl/producto/frasco-vidrio-acinturado-base-cuadrada-alto-18-410-23-cc/,Perfumería
Frasco vidrio ámbar tipo penicilina,550,750,https://reachem.cl/producto/frasco-vidrio-ambar-tipo-penicilina/,Perfumería
Frasco gotario ámbar graduado,580,650,https://reachem.cl/producto/frasco-gotario-ambar-graduado/,Perfumería
Frasco Vidrio Tubular Armado 30 cc,600,,https://reachem.cl/producto/frasco-vidrio-tubular-armado-30-cc/,Perfumería
Frasco PET azul acinturado con atomizador plástico transparente 90 cc,650,,https://reachem.cl/producto/frasco-pet-azul-acinturado-con-atomizador-plastico-transparente-90-cc/,Perfumería
Frasco PET Tubular de 100 CC con Tapa Cantimplora,650,,https://reachem.cl/producto/frasco-pet-tubular-ambar-de-100-cc-con-tapa-cantimplora/,Perfumería
Frasco vidrio base rectangular una cara catedral 18/410 con atomizador,680,800,https://reachem.cl/producto/frasco-vidrio-base-rectangular-una-cara-catedral-18-410-atomizador/,Perfumería
Frasco PET triangular azul 24/410 con atomizador 200 cc,750,,https://reachem.cl/producto/frasco-pet-triangular-azul-24-410-con-atomizador-200-cc/,Perfumería
Frasco perfumero metálico dorado mate diferentes tamaños,950,1200,https://reachem.cl/producto/frasco-perfumero-metalico-dorado-mate-diferentes-tamanos/,Perfumería
Frasco perfumero rellenable o ladrón 5cc,1400,,https://reachem.cl/producto/frasco-perfumero-rellenable-o-ladron-5cc/,Perfumería
Frasco perfumero aluminio rosado 8cc,1500,,https://reachem.cl/producto/frasco-perfumero-aluminio-rosado-8cc/,Perfumería
Agua de azahar,1500,24000,https://reachem.cl/producto/agua-de-azahar/,Perfumería
Frasco PET cónico impreso bamboo con bomba espumadora 50cc,1600,,https://reachem.cl/producto/frasco-pet-conico-bamboo-con-bomba-50cca-cantimplora-plateada-copia/,Perfumería
Frasco Difusor Mikado  Vidrio Transparente 100 ml,1800,,https://reachem.cl/producto/frasco-mikado-vidrio-transparente-con-inserto-de-aluminio-con-vara-100-ml/,Perfumería
Frasco de vidrio perfumero redondo con bomba vintage 100 cc,2800,,https://reachem.cl/producto/frasco-de-vidrio-perfumero-redondo-con-bomba-vintage-100-cc/,Perfumería
Dipropilenglicol fijador,3900,9500,https://reachem.cl/producto/dipropilenglicol-fijador/,Perfumería
Esencia Baby,4000,82000,https://reachem.cl/producto/esencia-baby/,Perfumería
Almizcle artificial para quemar,8000,79000,https://reachem.cl/producto/almizcle-artificial-para-quemar/,Perfumería
Esencia Fina para Perfume de Mujer 150 gr,28000,,https://reachem.cl/producto/esencia-fina-para-perfume-de-mujer-150-gr/,Perfumería
Esencia Fina para Perfume de Hombre 150 gr,28000,,https://reachem.cl/producto/esencia-fina-para-perfume-de-hombre-150-gr/,Perfumería
Frasco Jabonera Tipo Lesancy 340cc,400,,https://reachem.cl/producto/frasco-jabonera-tipo-lesancy-340cc/,Materias Primas
Pote Aluminio color natural diferentes tamaños,450,730,https://reachem.cl/producto/pote-aluminio-color-natural-diferentes-tamanos/,Materias Primas
Cloruro de Magnesio en polvo grado USP,500,16500,https://reachem.cl/producto/cloruro-de-magnesio-polvo-alimenticio/,Materias Primas
Pote Aluminio 10gr diferentes colores,530,,https://reachem.cl/producto/pote-aluminio-10gr-diferentes-colores/,Materias Primas
Frasco Jabonera Alta con Tapa Push-Pull 340cc,550,,https://reachem.cl/producto/frasco-jabonera-340cc/,Materias Primas
Frasco PET Tubular de 100 CC con Tapa Cantimplora,650,,https://reachem.cl/producto/frasco-pet-tubular-ambar-de-100-cc-con-tapa-cantimplora/,Materias Primas
Pote de aluminio para vela de 4 y 8 oz,750,850,https://reachem.cl/producto/pote-de-aluminio-para-vela-de-4-y-8-oz/,Materias Primas
Agua destilada,850,3500,https://reachem.cl/producto/agua-destilada/,Materias Primas
Bicarbonato de Sodio 250g y 1kg,900,2900,https://reachem.cl/producto/bicarbonato-de-sodio-250-gr/,Materias Primas
Frasco plástico PET negro tipo jabonera 180cc con bomba,900,,https://reachem.cl/producto/frasco-plastico-pet-negro-tipo-jabonera-180cc-con-bomba/,Materias Primas
Colorantes líquidos para jabón 10 ml,1000,,https://reachem.cl/producto/colorantes-liquidos-para-jabon-10-ml/,Materias Primas
Agua de rosas,1000,17000,https://reachem.cl/producto/agua-de-rosas/,Materias Primas
Goma guar grado alimenticio,1000,13900,https://reachem.cl/producto/goma-guar/,Materias Primas
Ácido ascórbico (vitamina C),1000,14500,https://reachem.cl/producto/acido-ascorbico-vitamina-c/,Materias Primas
Benzoato de sodio,1000,11800,https://reachem.cl/producto/benzoato-de-sodio/,Materias Primas
Sorbato de potasio,1100,50900,https://reachem.cl/producto/sorbato-de-potasio/,Materias Primas
Azufre en barra,1200,,https://reachem.cl/producto/azufre-en-barra/,Materias Primas
Vaso de vidrio transparente para vela,1250,,https://reachem.cl/producto/vaso-de-vidrio-transparente-para-vela/,Materias Primas
Shampú neutro,1300,18500,https://reachem.cl/producto/shampu-neutro/,Materias Primas
Formalina (formaldehido) 37% diferentes tamaños,1350,3500,https://reachem.cl/producto/formalina-37-formatos/,Materias Primas
Aceite de Oliva Extra Virgen Prensado en Frio,1390,85500,https://reachem.cl/producto/aceite-de-oliva-extra-virgen-prensado-en-frio-5-lt/,Materias Primas
Vasos de vidrio diferentes colores y formas para vela,1450,1990,https://reachem.cl/producto/vasos-de-vidrio-diferentes-colores-y-formas-para-vela/,Materias Primas
Agua de azahar,1500,24000,https://reachem.cl/producto/agua-de-azahar/,Materias Primas
Aceite de Almendra Prensado en Frío,1500,71500,https://reachem.cl/producto/aceite-prensado-en-frio-de-almendra/,Materias Primas
Bálsamo de ortiga,1500,22000,https://reachem.cl/producto/balsamo-de-ortiga/,Materias Primas
Shampú de ortiga,1500,23500,https://reachem.cl/producto/shampu-de-ortiga/,Materias Primas
Metilparabeno (Nipagin) base acuosa en polvo USP,1500,13500,https://reachem.cl/producto/metilparabeno-nipagin-base-acuosa-en-polvo/,Materias Primas
Goma xantana grado alimenticio,1500,12500,https://reachem.cl/producto/goma-xantana/,Materias Primas
Carboximetilcelulosa (CMC) grado alimenticio,1500,19500,https://reachem.cl/producto/carboximetilcelulosa-cmc-grado-alimenticio/,Materias Primas
Azufre en polvo precipitado USP,1500,18500,https://reachem.cl/producto/azufre-en-polvo-precipitado-usp/,Materias Primas
Frasco PET cónico impreso bamboo con bomba espumadora 50cc,1600,,https://reachem.cl/producto/frasco-pet-conico-bamboo-con-bomba-50cca-cantimplora-plateada-copia/,Materias Primas
Ácido esteárico triple prensado,1600,5400,https://reachem.cl/producto/acido-estearico-triple-prensado/,Materias Primas
Colorante laca grado alimenticio,1700,,https://reachem.cl/producto/colorante-laca-grado-alimenticio/,Materias Primas
Gelatina sin sabor comestible USP Bloom 180,1800,23500,https://reachem.cl/producto/gelatina-sin-sabor-comestible-usp-bloom-180/,Materias Primas
Propilparabeno (Nipasol) base aceitosa,1800,14500,https://reachem.cl/producto/propilparabeno-nipasol-base-aceitosa/,Materias Primas
Lauril eter sulfato de sodio 70%,1800,4900,https://reachem.cl/producto/lauril-eter-sulfato-de-sodio-70-2/,Materias Primas
Mascarilla de fieltro triple pliegue,500,25000,https://reachem.cl/producto/mascarilla-de-fieltro-triple-pliegue/,Higiene y Salud
Mascarilla KN-95 por unidad,2500,,https://reachem.cl/producto/mascarilla-kn-95-por-unidad/,Higiene y Salud
Gafas o antiparra con elástico (lentes de seguridad),2500,,https://reachem.cl/producto/gafas-o-antiparra-con-elastico-lentes-de-seguridad/,Higiene y Salud
Algodón hidrófilo,4200,13500,https://reachem.cl/producto/algodon-hidrofilo/,Higiene y Salud
Sabanilla de papel rollo prepicado,5500,,https://reachem.cl/producto/sabanilla-de-papel-rollo-prepicado/,Higiene y Salud
Guantes de látex caja 50 pares (100 unidades),6900,,https://reachem.cl/producto/guantes-de-latex-caja-50-pares-100-unidades/,Higiene y Salud
Máscara de protección reutilizable MCu,9000,,https://reachem.cl/producto/mascara-de-proteccion-reutilizable-mcu/,Higiene y Salud
Frasco de Vidrio Ámbar Cuello Esmerilado 60cc,,,https://reachem.cl/producto/frasco-de-vidrio-ambar-cuello-esmerilado/,Lab e instrumentos
Tubo Eppendorf,130,150,https://reachem.cl/producto/tubo-eppendorf/,Lab e instrumentos
Jeringa plástica con aguja o excéntrica punta cateter,150,13000,https://reachem.cl/producto/jeringa-plastica/,Lab e instrumentos
Gorro cofia por unidad,200,,https://reachem.cl/producto/gorro-cofia-por-unidad/,Lab e instrumentos
Pipeta Pasteur 3 ml,200,,https://reachem.cl/producto/pipeta-pasteur-3-ml/,Lab e instrumentos
Embudo plástico económico múltiples usos,250,500,https://reachem.cl/producto/embudo-plastico-economico-multiples-usos/,Lab e instrumentos
Frasco muestra orina,300,600,https://reachem.cl/producto/frasco-muestra-orina/,Lab e instrumentos
Tubo de ensayo de vidrio diferentes medidas,350,550,https://reachem.cl/producto/tubo-de-ensayo-de-vidrio-diferentes-medidas/,Lab e instrumentos
Placa petri plástica,350,750,https://reachem.cl/producto/placa-petri-plastica-2/,Lab e instrumentos
Mascarilla de fieltro triple pliegue,500,25000,https://reachem.cl/producto/mascarilla-de-fieltro-triple-pliegue/,Lab e instrumentos
Alcohol de quemar (solvente de quemar),900,12300,https://reachem.cl/producto/alcohol-de-quemar-1-lt/,Lab e instrumentos
Papel Parafilm,1200,28500,https://reachem.cl/producto/papel-parafilm/,Lab e instrumentos
Embudo plástico transparente diferentes tamaños para laboratorio,1200,2000,https://reachem.cl/producto/embudo-plastico-transparente/,Lab e instrumentos
"Ácido bórico 99,5%",1200,3500,https://reachem.cl/producto/acido-borico-995/,Lab e instrumentos
Bagueta o varilla de vidrio,1350,,https://reachem.cl/producto/bagueta-o-varilla-de-vidrio/,Lab e instrumentos
Placa petri de vidrio,1450,2500,https://reachem.cl/producto/placa-petri-de-vidrio/,Lab e instrumentos
Papel filtro grado 1,1500,,https://reachem.cl/producto/papel-filtro-grado-1/,Lab e instrumentos
Piseta plástica,1750,3900,https://reachem.cl/producto/piseta-plastica/,Lab e instrumentos
Vaso precipitado graduado plástico,1800,5900,https://reachem.cl/producto/vaso-precipitado-graduado-plastico/,Lab e instrumentos
Jarro plástico graduado,1800,12800,https://reachem.cl/producto/jarro-plastico-graduado-2/,Lab e instrumentos
Alcohol etanol desnaturalizado 96%,1800,23500,https://reachem.cl/producto/alcohol-etanol-desnaturalizado-96/,Lab e instrumentos
Embudo de silicona color verde,2000,3000,https://reachem.cl/producto/embudo-de-silicona-color-verde/,Lab e instrumentos
Probeta graduada de plástico,2000,29900,https://reachem.cl/producto/probeta-de-plastico-graduada/,Lab e instrumentos
Embudos de vidrio,2100,14000,https://reachem.cl/producto/embudo-de-vidrio/,Lab e instrumentos
Gorro cofia por unidad,200,,https://reachem.cl/producto/gorro-cofia-por-unidad/,Materiales colegio
Pipeta Pasteur 3 ml,200,,https://reachem.cl/producto/pipeta-pasteur-3-ml/,Materiales colegio
Embudo plástico económico múltiples usos,250,500,https://reachem.cl/producto/embudo-plastico-economico-multiples-usos/,Materiales colegio
Tubo de ensayo de vidrio diferentes medidas,350,550,https://reachem.cl/producto/tubo-de-ensayo-de-vidrio-diferentes-medidas/,Materiales colegio
Placa petri plástica,350,750,https://reachem.cl/producto/placa-petri-plastica-2/,Materiales colegio
Mascarilla de fieltro triple pliegue,500,25000,https://reachem.cl/producto/mascarilla-de-fieltro-triple-pliegue/,Materiales colegio
"Ácido benzoico 99,8%",900,12900,https://reachem.cl/producto/acido-benzoico-998/,Materiales colegio
Amonio cloruro (polvo),1000,2900,https://reachem.cl/producto/amonio-cloruro-polvo/,Materiales colegio
Papel Parafilm,1200,28500,https://reachem.cl/producto/papel-parafilm/,Materiales colegio
Embudo plástico transparente diferentes tamaños para laboratorio,1200,2000,https://reachem.cl/producto/embudo-plastico-transparente/,Materiales colegio
"Ácido bórico 99,5%",1200,3500,https://reachem.cl/producto/acido-borico-995/,Materiales colegio
Placa petri de vidrio,1450,2500,https://reachem.cl/producto/placa-petri-de-vidrio/,Materiales colegio
Papel filtro grado 1,1500,,https://reachem.cl/producto/papel-filtro-grado-1/,Materiales colegio
Piseta plástica,1750,3900,https://reachem.cl/producto/piseta-plastica/,Materiales colegio
Vaso precipitado graduado plástico,1800,5900,https://reachem.cl/producto/vaso-precipitado-graduado-plastico/,Materiales colegio
Jarro plástico graduado,1800,12800,https://reachem.cl/producto/jarro-plastico-graduado-2/,Materiales colegio
Alcohol etanol desnaturalizado 96%,1800,23500,https://reachem.cl/producto/alcohol-etanol-desnaturalizado-96/,Materiales colegio
Magnesio nitrato,1900,6500,https://reachem.cl/producto/magnesio-nitrato/,Materiales colegio
Vaselina líquida cosmética,1900,7400,https://reachem.cl/producto/vaselina-liquida-cosmetica/,Materiales colegio
Barra lacre diferentes colores,2000,,https://reachem.cl/producto/barra-lacre-color-burdeo/,Materiales colegio
Probeta graduada de plástico,2000,29900,https://reachem.cl/producto/probeta-de-plastico-graduada/,Materiales colegio
Embudos de vidrio,2100,14000,https://reachem.cl/producto/embudo-de-vidrio/,Materiales colegio
Calcio cloruro 77% grado alimenticio (food grade) 1 Kg,2100,,https://reachem.cl/producto/calcio-cloruro-72-1-kg/,Materiales colegio
Vaso precipitado de vidrio graduado,2300,23500,https://reachem.cl/producto/vaso-precipitado-de-vidrio-graduado/,Materiales colegio
